Grapheme	IPA	SCA	TYPES	FREQUENCY	CODEPOINTS	EXAMPLES	LANGUAGES
æ̀	æ̀/æ	E	Vowel	98	U+00E6 U+0300	"ki̵læ̀,mẽæ̀,tuksæ̀di tìgsì̵ɗi"	Cibak,Dwot,Faligili,Falijilbu,Faliwagira,Higifutu,Higikamale,Higinkafa,Hwona,Jaku,Jari,Kilba,Lame,Ngwaxi,Njanye,Westmargi
æ̌	æ̌/æ	E	Vowel	1	U+00E6 U+030C	"myæ̌ké"	Lame
èː	èː/eː	E	Vowel	5	U+00E8 U+02D0	"dèːnóə,rídèː,šímbèːrí"	Gudu,Mwulyen,Yingilum
éː	éː/eː	E	Vowel	6	U+00E9 U+02D0	"kéːrèmə́yképàn,mə́yɗéːnũ̀n,ɓéːrí"	Gudu,Mwulyen
êː	êː/eː	E	Vowel	1	U+00EA U+02D0	"ʔêːní"	Mwulyen
ìː	ìː/iː	I	Vowel	4	U+00EC U+02D0	"bùgɩ́dà bìːtá,mbúksìː,wúřšìː"	Gudu,Lame
ì̵	ì̵/ɨ	I	Vowel	1726	U+00EC U+0335	"kwaɗì̵gə̄w,mi̵tsì̵m,ɣùr̃ì̵xwɩ"	Angas,Ankwe,Banana,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dira,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Kilba,Lame,Mandara,Margi,Miya,Mwulyen,Nakatsa,Ngizim,Ngwaxi,Njanye,Piimdi,Plci,Seya,Sura,Wamdiu,Westmargi,Yingilum,Zvana
íː	íː/iː	I	Vowel	9	U+00ED U+02D0	"gíːr̀amóbœ̀d,gùíːnà,píːtsü"	Gudu,Lame,Yingilum
í̵	í̵/ɨ	I	Vowel	60	U+00ED U+0335	"mí̵ƚū,nádí̵rã̀ gwàbhìέl,tɩnuàřiří̵mdíè tɩ̀nvàrí"	Bura,Gudu,Hildi,Kilba,Lame,Mwulyen,Yingilum
î̵	î̵/ɨ	I	Vowel	25	U+00EE U+0335	"jɩ̀kî̵y,xatî̵kwɔ̀ri,ɗî̵r"	Ankwe,Buli,Falijilbu,Falikiria,Faliwagira,Gaanda,Gabin,Geji,Higibaza,Ngizim,Plci,Westmargi
ï̀	ï̀/ɨ	I	Vowel	1	U+00EF U+0300	"bï̀dúm̀mé hulkwá"	Lame
ñ̄	ñ̄/ɲ	N	Consonant	1	U+00F1 U+0304	"ñ̄yã̄"	Gudu
òː	òː/oː	U	Vowel	1	U+00F2 U+02D0	"kwòː"	Gudu
óː	óː/oː	U	Vowel	12	U+00F3 U+02D0	"góːmbǘ,hàlóːhútsú,sùbóː"	Gudu,Lame,Mwulyen,Yingilum
õ̀	õ̀/õ	U	Vowel	6	U+00F5 U+0300	"mõ̀gũla,nã́yõ̀,túõ̀õ̀nǰέ"	Banana,Yingilum
õ̂	õ̂/õ	U	Vowel	1	U+00F5 U+0302	"tõ̂rέ"	Yingilum
ùː	ùː/uː	Y	Vowel	10	U+00F9 U+02D0	"búbùːtà,kùkùːřá,máwúɗùː"	Gudu,Lame
úː	úː/uː	Y	Vowel	14	U+00FA U+02D0	"lúːmò,lúːmù,ʔúːn"	Gudu,Mwulyen,Yingilum
ü̃	ü̃/ỹ	Y	Vowel	1	U+00FC U+0303	"ířvü̃"	Gudu
āː	āː/a	A	Vowel	5	U+0101 U+02D0	"kāː,māːdítsǜː,māːkə́n"	Gudu
ā̀	ā̀/aː	A	Vowel	123	U+0101 U+0300	"gwīwā̀,yā hūdā̀,àkwiyā̀"	Hausa,Hildi
ā́	ā́/aː	A	Vowel	2	U+0101 U+0301	"fā́,sā́tǖčá"	Hildi,Kilba
ā̂	ā̂/aː	A	Vowel	7	U+0101 U+0302	"gōmà shā̂ takwàs,gōmà shā̂ ukù,gōmà shā̂ ɗaya"	Hausa
ā̌	ā̌/aː	A	Vowel	2	U+0101 U+030C	"ìnā̌,šèkɩ̀tā̌"	Gaanda
ēː	ēː/eː	E	Vowel	2	U+0113 U+02D0	"hēːməŋ,ǰēːdè"	Gudu,Yingilum
ĩ̀	ĩ̀/ĩ	I	Vowel	2	U+0129 U+0300	"nĩ̀rí"	Yingilum
ĩ́	ĩ́/ĩ	I	Vowel	14	U+0129 U+0301	"hĩ́ãũ,hīʔĩ́kε̄,nĩ́řì"	Lame,Yingilum
ĩ̵	ĩ̵/ɨ̃	I	Vowel	4	U+0129 U+0335	"bàkòdzɩhĩ̵,nzì̵kĩ̵y,tù àɗaft tsuŋgurĩ̵mí"	Falijilbu,Miya,Njanye
īː	īː/iː	I	Vowel	1	U+012B U+02D0	"īːšàú"	Gudu
ī̀	ī̀/iː	I	Vowel	32	U+012B U+0300	"hancī̀,rī̀gā,yā sanī̀"	Hausa
ī̵	ī̵/ɨ	I	Vowel	45	U+012B U+0335	"mī̵kâ,ndzī̵gādāƚtì,ƚī̵ƚɩ̄ndà"	Angas,Falikiria,Gude,Hildi,Hwona,Kilba,Westmargi,Yingilum
ņ̀	ņ̀/n̩	N	Consonant	25	U+0146 U+0300	"kàkəˀh jikədņ̀,zυgņ̀,žògņ̀"	Bade,Buli,Burma,Dwot,Seya
ņ́	ņ́/n̩	N	Consonant	9	U+0146 U+0301	"watsə̀dņ́,ƚètņ́,ɓwàdņ́"	Dwot,Seya
ŋ̀	ŋ̀/ŋ	N	Consonant	101	U+014B U+0300	"yà ŋ̀gyê,ŋ̀gwàƚà,ŋ̀gwùyên"	Bacama,Bade,Bura,Cibak,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gava,Glvda,Gude,Gudu,Higighye,Higikamale,Higinkafa,Jaku,Karekare,Kilba,Lame,Mandara,Matakam,Mwulyen,Seya,Sura,Westmargi,Yingilum,Zvana
ŋ́	ŋ́/ŋ	N	Consonant	27	U+014B U+0301	"màƚàka ŋ́gwàz,ŋ́gà,ɩŋ́kí"	Falikiria,Gava,Glvda,Higikamale,Hildi,Kilba,Lamepeve,Margi,Matakam,Wamdiu,Westmargi,Yingilum,Zvana
ŋ̃	ŋ	N	Consonant	2	U+014B U+0303	"kyɛŋ̃,woŋ̃"	Jaku
œ̀	œ̀/œ	U	Vowel	6	U+0153 U+0300	"kí̵lkpœ̀,pu mbi bœ̀k,írvœ̀"	Gudu,Yingilum
œ́	œ́/œ	U	Vowel	11	U+0153 U+0301	"mbœ́ksü,tœ́vǜː,čœ́d"	Gudu
œ̄	œ̄/œ	U	Vowel	1	U+0153 U+0304	"m̀bœ̄b"	Gudu
œ̌	œ̌/œ	U	Vowel	1	U+0153 U+030C	"œ̌mə̀ŋ"	Gudu
ũː	ũː	Y	Vowel	1	U+0169 U+02D0	"nũːří"	Yingilum
ũ̀	ũ̀/ũ	Y	Vowel	20	U+0169 U+0300	"kũ̀ŋ́,mə́yɗéːnũ̀n,vũ̀yṹ"	Falijilbu,Gudu,Yingilum
ũ̂	ũ̂/ũ	Y	Vowel	21	U+0169 U+0302	"gwɔ̀ɓàkũ̂,kùmàkũ̂,mi̵cũ̂"	Bankala,Falijilbu
ūː	ūː/uː	Y	Vowel	2	U+016B U+02D0	"wūːnyā,wūːná"	Yingilum
ū̀	ū̀/uː	Y	Vowel	6	U+016B U+0300	"duhū̀,hùntūrū̀,mūgū̀"	Hausa,Kilba
ǎː	ǎː/aː	A	Vowel	1	U+01CE U+02D0	"nyǎːmábyâ"	Gudu
ǐ̵	ǐ̵/ɨ	I	Vowel	4	U+01D0 U+0335	"gǐ̵n,kì̵tǐ̵ŋ,njənǐ̵"	Cip,Plci
ǘː	ǘː/yː	Y	Vowel	2	U+01D8 U+02D0	"dǘːhǜn,mándǘːrà"	Gudu
ǜː	ǜː/yː	Y	Vowel	2	U+01DC U+02D0	"māːdítsǜː,tœ́vǜː"	Gudu
ɔ̀	ɔ̀/ɔ	U	Vowel	439	U+0254 U+0300	"fɔrəcɔ̀,tugumɔ̀ʔ,wɔ̀to"	Ankwe,Bacama,Banana,Bankala,Boka,Buli,Bura,Cibak,Cip,Dira,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gabin,Gude,Gudu,Higibaza,Higifutu,Higighye,Hildi,Jaku,Jari,Kilba,Lame,Mandara,Margi,Matakam,Mwulyen,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Wamdiu,Westmargi,Yingilum
ɔ́	ɔ́/ɔ	U	Vowel	14	U+0254 U+0301	"hε̄mɔ́,pòfɔ́rfwád,vɔ́rtsù"	Gudu,Kilba,Lame,Mwulyen,Yingilum
ɔ̂	ɔ̂/ɔ	U	Vowel	16	U+0254 U+0302	"bâm bìɗi fwɔ̂fwə̀t,pɩndi lukwɔ̀ tɩlɔ̂n,ʔwɔ̀sɔ̂"	Ankwe,Bacama,Falijilbu,Falikiria,Gude,Lame,Ngamo,Pero,Westmargi
ɔ̃	ɔ̃	U	Vowel	1	U+0254 U+0303	"hùyɔkɔ̃"	Banana
ɔ̄	ɔ̄/ɔ	U	Vowel	10	U+0254 U+0304	"fwɔ̄ɗù,kubɔ̄,mumɔ̄"	Gude,Gudu,Hildi,Pero,Yingilum
ɔ̌	ɔ̌/ɔ	U	Vowel	2	U+0254 U+030C	"kɔ̌m,rɔ̌k"	Cip,Plci
əˀ	ə ʔ	E H	Vowel Consonant	3	U+0259 U+02C0	"kwəˀal,kàkəˀh jikədņ̀,təˀəytux"	Dwot,Seya
ə̀	ə̀/ə	E	Vowel	2908	U+0259 U+0300	"bə̀yà,nə̀mtəm,ti də̀ŋgər"	Ankwe,Bacama,Bade,Banana,Bankala,Boka,Bolewa,Buli,Bura,Burma,Cibak,Cip,Daba,Dera,Dira,Dwot,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Gava,Geji,Gera,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Karekare,Kilba,Lame,Lamepeve,Mandara,Margi,Matakam,Miya,Mwulyen,Nakatsa,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Plci,Seya,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
ə́	ə́/ə	E	Vowel	172	U+0259 U+0301	"də́ktè,àǰèkə́ndī yébú,šə́n"	Bade,Bura,Gava,Gudu,Kilba,Lame,Matakam,Mwulyen,Ngizim,Yingilum
ə̂	ə̂/ə	E	Vowel	102	U+0259 U+0302	"sə̀kə̂m,xə̀nwèyə̂rà,ɣə̂w"	Ankwe,Bacama,Bade,Boka,Bolewa,Bura,Cibak,Dera,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gabin,Gera,Gudu,Jari,Karekare,Kilba,Lame,Margi,Miya,Ngamo,Ngizim,Njanye,Pero,Plci,Seya,Tangale,Wamdiu,Westmargi,Yingilum,Zvana
ə̃	ə̃	E	Vowel	7	U+0259 U+0303	"sə̃gwəllà,tə̃,ǹtə̃f"	Banana,Faliwagira,Gude,Jaku,Matakam,Yingilum
ə̄	ə̄/ə	E	Vowel	51	U+0259 U+0304	"ndi̵r xàmūlə̄ŋgà ndi̵r kuzùgū,nðə̄w,tə̄ƚtɩ̄c"	Falikiria,Gude,Gudu,Hildi,Hwona,Kilba,Lamepeve,Westmargi,Yingilum
ə̌	ə̌/ə	E	Vowel	15	U+0259 U+030C	"kàlə̌y,nə̌n,tùɣùnə̌ŋ"	Bacama,Cip,Faligili,Falikiria,Gudu,Jaku,Kilba,Plci,Seya
ɛ̀	ɛ̀/ɛ	E	Vowel	30	U+025B U+0300	"ni šiyɛ̀n,ŋgyɛ̀ƚɛ̀,ɓwòtdɛ̀rmuk gwe"	Ankwe,Cip,Dira,Falijilbu
ɛ̂	ɛ̂/ɛ	E	Vowel	7	U+025B U+0302	"gàshɛ̂y,ʔɛ̂m,ʔɛ̂n"	Bacama,Falimucella,Higikamale,Mwulyen
ɛ̃	ɛ̃	E	Vowel	1	U+025B U+0303	"mwɛ̃"	Westmargi
ɛ̄	ɛː	E	Vowel	8	U+025B U+0304	"kyɛ̄kyɛ̄ru,mɛ̄dī̵fà,mɩ́nàktɛ̄liə̂"	Gude,Hildi,Kilba
ɛ̌	ɛ̌/ɛ	E	Vowel	5	U+025B U+030C	"pòžiɛ̌tə́pə́n,pù mbí žiɛ̌tə́pə́n,žɛ̌m"	Cip,Gudu
ɩ̀	ɩ̀/ɪ	I	Vowel	999	U+0269 U+0300	"jɩ̀fənà,pu àjɩ̀ nfwə̀ɗ,rɩ̀mo"	Angas,Ankwe,Bacama,Banana,Bankala,Boka,Bolewa,Bura,Cibak,Dira,Faligili,Falijilbu,Falikiria,Falimucella,Faliwagira,Gaanda,Gabin,Geji,Glvda,Gude,Gudu,Higibaza,Higifutu,Higighye,Higikamale,Higinkafa,Hildi,Hwona,Jaku,Jari,Kilba,Lame,Mandara,Margi,Matakam,Miya,Mwulyen,Ngamo,Ngizim,Ngwaxi,Njanye,Pero,Piimdi,Seya,Wamdiu,Westmargi,Yingilum
ɩ́	ɩ́/ɪ	I	Vowel	131	U+0269 U+0301	"kùčɩ́kɩ́pà,nàwɩ́ší,nɩ́kìnù"	Falijilbu,Glvda,Gudu,Kilba,Lame,Mwulyen,Yingilum
ɩ̂	ɩ̂/ɨ	I	Vowel	40	U+0269 U+0302	"bèʔɩ̂,ftabì fcɩ̂,tɩ̂tí"	Boka,Bura,Falijilbu,Falimucella,Faliwagira,Gaanda,Gabin,Kilba,Lame,Ngamo,Ngizim,Pero,Seya,Westmargi
ɩ̃	ɨ̃	I	Vowel	3	U+0269 U+0303	"wufɩ̃rā,xwɩ̃nyɛ,xɩ̃r̃"	Cibak,Higikamale,Hwona
ɩ̄	ɪː	I	Vowel	87	U+0269 U+0304	"cicɩ̄r̃ miyā,dɩ̄lū,tì̵li̵gɩ̄c"	Falikiria,Gude,Gudu,Hildi,Hwona,Kilba
ɩ̌	ɩ̌/ɪ	I	Vowel	9	U+0269 U+030C	"gɩ̌nǰε̄,mwɩ̌c,čɩ̌n"	Gude,Gudu,Kilba,Lame,Seya,Yingilum
ɪ̀	ɪ̀/ɪ	I	Vowel	42	U+026A U+0300	"nyɪ̀si̵ŋ,piɗɪ̀,šišɪ̀r"	Buli,Burma,Plci
ʌ̀	ʌ̀/ʌ	E	Vowel	5	U+028C U+0300	"gʷuhʷo ɓo wá vʌ̀l,mbúːlʌ̀n,tε̂ʌ̀í"	Gudu,Lame,Pero,Yingilum
ʌ́	ʌ́/ʌ	E	Vowel	6	U+028C U+0301	"bʌ́lò,lʌ́lὲ lʌ́léə̀,vʌ́dətsù"	Gudu,Lame,Yingilum
ˀa	ʔ a	H A	Consonant Vowel	7	U+02C0 U+0061	"kwàtυnaxa ˀayvyà,mìˀa,yeŋgə̀ ˀana"	Buli,Geji,Glvda,Zvana
ˀi	ʔ i	H I	Consonant Vowel	1	U+02C0 U+0069	"cìˀisì"	Geji
ˀo	ʔ o	H U	Consonant Vowel	1	U+02C0 U+006F	"ˀòɣὺdal ˀo υdυgà"	Glvda
ˀu	ʔ u	H Y	Consonant Vowel	4	U+02C0 U+0075	"vì̵jir ˀuɓà,ɬimà ɬìm ˀufà,ˀumi̵la ˀumi̵laxà"	Dwot,Gava,Glvda,Zvana
ˀy	ʔ y	H Y	Consonant Vowel	1	U+02C0 U+0079	"šɪn ˀyar"	Buli
ˀà	ʔ à/a	H A	Consonant Vowel	3	U+02C0 U+00E0	"kwəpˀàr,pəməkwəpˀàr,ˀafì ði ˀàləp"	Burma,Seya
ˀì	ʔ ì/i	H I	Consonant Vowel	1	U+02C0 U+00EC	"šindì ˀìtur"	Dwot
ˀù	ʔ ù/u	H Y	Consonant Vowel	5	U+02C0 U+00F9	"ce dì̵ aŋˀùs,samˀùrìy,zup bùdì̵lì̵ aŋˀùs"	Buli,Dwot,Glvda
ˀə	ʔ ə	H E	Consonant Vowel	1	U+02C0 U+0259	"dùˀəl"	Dwot
ˀυ	ʔ ʊ	H Y	Consonant Vowel	2	U+02C0 U+03C5	"vὺɗa vὺɗì̵gà ˀὺɣwa ˀυɣυgwà,ˀὺɣùlal ˀυɣυli̵gà"	Glvda
ˀὺ	ʔ ὺ/ʊ	H Y	Consonant Vowel	1	U+02C0 U+1F7A	"vὺɗa vὺɗì̵gà ˀὺɣwa ˀυɣυgwà"	Glvda
̵i	ɨ	I	Vowel	1	U+0335 U+0069	"r̵intân"	Bade
έː	έː/ɛː	E	Vowel	8	U+03AD U+02D0	"tέːb,ǹgέːd,ǹǰέːb"	Gudu,Mwulyen
ε̂	ε̂/ɛ	E	Vowel	16	U+03B5 U+0302	"dùktε̂,ngɩƚatà kε̂nwa,tε̂mna"	Bura,Gaanda,Higighye,Higinkafa,Jari,Miya,Ngamo,Ngizim,Pero,Yingilum
ε̃	ɛ̃	E	Vowel	1	U+03B5 U+0303	"hĩε̃skó"	Yingilum
ε̄	ε̄/ɛ	E	Vowel	37	U+03B5 U+0304	"gɩ̌nǰε̄,yǔtε̄,čúpkyε̄"	Hwona,Kilba,Yingilum
ε̌	ε̌/ɛ	E	Vowel	1	U+03B5 U+030C	"bε̌tε̄"	Yingilum
υ̂	υ̂/ʊ	Y	Vowel	4	U+03C5 U+0302	"gυ̂ŋ,kυ̂r̃guna,ŋgυ̂r"	Glvda,Seya
υ̃	ʊ̃	Y	Vowel	1	U+03C5 U+0303	"yisυ̃"	Seya
υ̌	υ̌/ʊ	Y	Vowel	5	U+03C5 U+030C	"gυ̌p,sυ̌n,wυ̌l"	Seya
ѵ̀	ѵ̀/ⱱ	W	Consonant	8	U+0475 U+0300	"kàmhѵrѵ̀m,kѵtkѵ̀t,nwѵ̀r"	Burma
ḿ̦	ḿ̦/m̩	M	Consonant	1	U+1E3F U+0326	"dì̵bḿ̦"	Seya
ṛ̃	ṛ̃/r̃	R	Consonant	1	U+1E5B U+0303	"məṛ̃ɗâatu"	Bade
ẽ̀	ẽ̀/ẽ	E	Vowel	2	U+1EBD U+0300	"lẽ̀kũ,číẽ̀tε̄"	Falijilbu,Yingilum
ẽ́	ẽ́/ẽ	E	Vowel	1	U+1EBD U+0301	"wìyẽ́nũ̀"	Gudu
ẽ̌	ẽ̌/ẽ	E	Vowel	1	U+1EBD U+030C	"wẽ̌čε̄"	Yingilum
ỹ̀	ỹ̀/j	J	Consonant	1	U+1EF9 U+0300	"ĩỹ̀ã́w̃"	Yingilum
ὲː	ὲː/ɛː	E	Vowel	2	U+1F72 U+02D0	"mátὲːl,úřmábὲːl"	Gudu
dz̀	dz̀/dz	C	Consonant	1	U+0064 U+007A U+0300	"kàdz̀a xə̀dzi"	Falijilbu
fwˋ	f’ʷ	B	Consonant	1	U+0066 U+0077 U+02CB	"fwˋʔìkô"	Ngamo
m̦̀	m̦̀/m̩	M	Consonant	10	U+006D U+0326 U+0300	"dὺtυbm̦̀,gυbm̦̀,ðυbm̦̀"	Burma,Seya
r̃̀	r̃̀/r̃	R	Consonant	3	U+0072 U+0303 U+0300	"r̃̀r̃diɓwu,r̃̀r̃ge,r̃̀r̃ɗa"	Faligili
tsˋ	tsʼ	T	Consonant	2	U+0074 U+0073 U+02CB	"ŋantsˋ"	Seya
ã́ː	ã́ː/ãː	A	Vowel	1	U+00E3 U+0301 U+02D0	"sã́ːwá"	Lame
ĩ̵̀	ĩ̵̀/ɨ̃	I	Vowel	1	U+0129 U+0335 U+0300	"ənìhĩ̵̀"	Miya
ĩ̵̂	ĩ̵̂/ɨ̃	I	Vowel	1	U+0129 U+0335 U+0302	"ngùwĩ̵̂"	Plci
œ́ː	œ́ː/œː	U	Vowel	3	U+0153 U+0301 U+02D0	"bœ́ːzò,dœ́ːvən,œ́ːdù"	Gudu
ɔ̂ː	ɔ̂ː/ɔː	U	Vowel	1	U+0254 U+0302 U+02D0	"títέì nɔ̂ːtέì"	Yingilum
ɔ̃̀	ɔ̃̀/ɔ̃	U	Vowel	1	U+0254 U+0303 U+0300	"mbɔ̃̀yṍ"	Yingilum
ə̀ː	ə̀ː/əː	E	Vowel	1	U+0259 U+0300 U+02D0	"ɓə̀ːŋláŋù"	Mwulyen
ə́ː	ə́ː/əː	E	Vowel	3	U+0259 U+0301 U+02D0	"gə́ːwàː,kə́ːp,ɓə́ːp"	Gudu
ə̃̀	ə̃̀/ə̃	E	Vowel	6	U+0259 U+0303 U+0300	"nə̃̀ŋgūná,siyə̃̀ŋi,xudə̃̀"	Banana,Falijilbu,Lame,Wamdiu,Yingilum
ə̃̂	ə̃̂/ə̃	E	Vowel	1	U+0259 U+0303 U+0302	"mə̃̂tε̄"	Yingilum
ə̌ː	ə̌ː/əː	E	Vowel	1	U+0259 U+030C U+02D0	"mə̌ːpwəì"	Gudu
ɩ́ː	ɩ́ː/ɪː	I	Vowel	3	U+0269 U+0301 U+02D0	"lɩ́ːmcɩ̀l,mə̀yɩ́ːb,čɩ́ːńtì"	Gudu,Mwulyen,Yingilum
ɩ̃̀	ɩ̃̀/ɨ̃	I	Vowel	2	U+0269 U+0303 U+0300	"dwɩ̃̀yi,vɩ̃̀lέ"	Dira,Yingilum
ɩ̃́	ɩ̃́/ɨ̃	I	Vowel	1	U+0269 U+0303 U+0301	"hũ̀rɩ̃́n"	Yingilum
ɩ̃̂	ɩ̃̂/ɨ̃	I	Vowel	4	U+0269 U+0303 U+0302	"mì̵zàʔyɩ̃̂,vwùnyɩ̃̂,wùdà ɗa yɩmɩ̃̂"	Falijilbu
ʌ̃́	ʌ̃́/ʌ̃	E	Vowel	1	U+028C U+0303 U+0301	"nvə nʌ̃́à"	Yingilum
ε̄ː	ε̄ː/ɛː	E	Vowel	1	U+03B5 U+0304 U+02D0	"òítε̄ː"	Yingilum
υˀ$	ʊ ʔ	Y H	Vowel Consonant	2	U+03C5 U+02C0 U+0024	"bwatυˀ,dὺnsυˀ"	Seya
υ̃̀	υ̃̀/ʊ̃	Y	Vowel	2	U+03C5 U+0303 U+0300	"rɩsυ̃̀,si̵mbυrsυ̃̀"	Seya
œ̄́ː	œ̄́ː/œː	U	Vowel	1	U+0153 U+0304 U+0301 U+02D0	"bœ̄́ːm"	Gudu
ɩ̃́ː	ɩ̃́ː/ɨ̃ː	I	Vowel	1	U+0269 U+0303 U+0301 U+02D0	"pɩ̃́ːnjúa"	Yingilum
